0.03332778086	-0.3609590441
0.06665556172	-0.3609590441
0.09998334259	-0.3586413971
0.1333111234	-0.3540061029
0.1666389043	-0.3470531618
0.1999666852	-0.3412590441
0.233294466	-0.3331472794
0.2666222469	-0.3250355147
0.2999500278	-0.3146061029
0.3332778086	-0.3053355147
0.3666055895	-0.2925884559
0.3999333703	-0.2821590441
0.4332611512	-0.2723090441
0.4665889321	-0.2595619853
0.4999167129	-0.2497119853
0.5332444938	-0.23812375
0.5665722747	-0.2288531618
0.5999000555	-0.2195825735
0.6332278364	-0.2126296324
0.6665556172	-0.2056766912
0.6998833981	-0.2016208088
0.733211179	-0.1975649265
0.7665389598	-0.1929296324
0.7998667407	-0.1929296324
0.8331945216	-0.1929296324
0.8665223024	-0.1964061029
0.8998500833	-0.1998825735
0.9331778641	-0.2050972794
0.966505645	-0.2103119853
0.9998334259	-0.2178443382
1.033161207	-0.2265355147
1.066488988	-0.2346472794
1.099816768	-0.2450766912
1.133144549	-0.2555061029
1.16647233	-0.2670943382
1.199800111	-0.2763649265
1.233127892	-0.2879531618
1.266455673	-0.2978031618
1.299783454	-0.3093913971
1.333111234	-0.3192413971
1.366439015	-0.3285119853
1.399766796	-0.3377825735
1.433094577	-0.3447355147
1.466422358	-0.3505296324
1.499750139	-0.3540061029
1.53307792	-0.3574825735
1.566405701	-0.3586413971
1.599733481	-0.3586413971
1.633061262	-0.3586413971
1.666389043	-0.3540061029
1.699716824	-0.3505296324
1.733044605	-0.3435766912
1.766372386	-0.33662375
1.799700167	-0.3296708088
1.833027947	-0.3192413971
1.866355728	-0.3093913971
1.899683509	-0.2978031618
1.93301129	-0.2879531618
1.966339071	-0.2757855147
1.999666852	-0.2653561029
2.032994633	-0.2531884559
2.066322413	-0.2433384559
2.099650194	-0.2329090441
2.132977975	-0.2236384559
2.166305756	-0.2166855147
2.199633537	-0.2097325735
2.232961318	-0.2039384559
2.266289099	-0.19872375
2.29961688	-0.1952472794
2.33294466	-0.1940884559
2.366272441	-0.1940884559
2.399600222	-0.1940884559
2.432928003	-0.1975649265
2.466255784	-0.1998825735
2.499583565	-0.2056766912
2.532911346	-0.2114708088
2.566239126	-0.2195825735
2.599566907	-0.2276943382
2.632894688	-0.2369649265
2.666222469	-0.2462355147
2.69955025	-0.25782375
2.732878031	-0.2682531618
2.766205812	-0.2781031618
2.799533592	-0.2908502206
2.832861373	-0.3012796324
2.866189154	-0.3117090441
2.899516935	-0.3221384559
2.932844716	-0.3296708088
2.966172497	-0.3389413971
2.999500278	-0.3453149265
3.032828058	-0.3499502206
3.066155839	-0.3545855147
3.09948362	-0.3569031618
3.132811401	-0.3592208088
3.166139182	-0.3580619853
3.199466963	-0.3569031618
3.232794744	-0.3545855147
3.266122525	-0.3499502206
3.299450305	-0.3441561029
3.332778086	-0.3360443382
3.366105867	-0.3279325735
3.399433648	-0.3186619853
3.432761429	-0.3082325735
3.46608921	-0.2989619853
3.499416991	-0.28737375
3.532744771	-0.2769443382
3.566072552	-0.2653561029
3.599400333	-0.2549266912
3.632728114	-0.2444972794
3.666055895	-0.2340678676
3.699383676	-0.2247972794
3.732711457	-0.2166855147
